Day;EnergyConsumptionDailyCumulative;EnergyConsumptionAverage;EnergyConsumptionDailyMaximum;EnergyConsumptionDailyMinimum;HeatingDailyCumulative;HeatingAverage ;HeatingDailyMaximum;HeatingDailyMinimum;CoolingDailyCumulative;CoolingAverage ;CoolingDailyMaximum;CoolingDailyMinimum;LightingDailyCumulative;LightingAverage ;LightingDailyMaximum;LightingDailyMinimum;PlugLoadsDailyCumulative;PlugLoadsAverage ;PlugLoadsDailyMaximum;PlugLoadsDailyMinimum;CarbonEquivalentEmissionsDailyCumulative;CarbonEquivalentEmissionsAverage ;CarbonEquivalentEmissionsDailyMaximum;CarbonEquivalentEmissionsDailyMinimum
119;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
120;23.721844;0.98841;2.079908;0.307832;0;0;0;0;9.179842;0.382493;1.136764;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.26256;0.302607;0.636774;0.094244
121;24.778511;1.032438;2.124017;0.307832;0;0;0;0;10.236508;0.426521;1.180873;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.586063;0.316086;0.650278;0.094244
122;17.311807;0.721325;1.38234;0.307832;0;0;0;0;2.769804;0.115409;0.439196;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.300095;0.220837;0.42321;0.094244
123;18.081724;0.753405;1.36858;0.307832;0;0;0;0;3.539722;0.147488;0.425436;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.535809;0.230659;0.418998;0.094244
124;21.551397;0.897975;1.901822;0.307832;0;0;0;0;7.009394;0.292058;0.958678;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.598066;0.274919;0.582252;0.094244
125;13.7293;0.572054;1.471725;0.23485;0;0;0;0;5.975499;0.248979;0.947756;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;4.203293;0.175137;0.450576;0.071901
126;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
127;15.258804;0.635783;1.07245;0.307832;0;0;0;0;0.716801;0.029867;0.129306;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;4.671558;0.194648;0.328336;0.094244
128;17.479266;0.728303;1.471654;0.307832;0;0;0;0;2.937263;0.122386;0.52851;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.351364;0.222973;0.450554;0.094244
129;19.116448;0.796519;1.674271;0.307832;0;0;0;0;4.574445;0.190602;0.731128;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.852595;0.243858;0.512586;0.094244
130;19.381568;0.807565;1.561304;0.307832;0;0;0;0;4.839565;0.201649;0.61816;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.933763;0.24724;0.478001;0.094244
131;23.610245;0.98376;2.038145;0.307832;0;0;0;0;9.068242;0.377843;1.095001;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.228393;0.301183;0.623988;0.094244
132;16.47013;0.686255;1.761834;0.23485;0;0;0;0;8.716329;0.36318;1.237865;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.042412;0.2101;0.539394;0.071901
133;6.956951;0.289873;0.694223;0.23485;0;0;0;0;1.320544;0.055023;0.459373;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.129905;0.088746;0.21254;0.071901
134;31.027572;1.292815;2.606249;0.307832;0;0;0;0;16.485569;0.686899;1.663106;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.499244;0.395802;0.797916;0.094244
135;30.269751;1.26124;2.48001;0.307832;0;0;0;0;15.727748;0.655323;1.536866;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.267234;0.386135;0.759267;0.094244
136;27.359583;1.139983;2.253468;0.307832;0;0;0;0;12.81758;0.534066;1.310324;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.376271;0.349011;0.68991;0.094244
137;30.293257;1.262219;2.506498;0.307832;0;0;0;0;15.751254;0.656302;1.563354;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.27443;0.386435;0.767377;0.094244
138;27.963374;1.165141;2.252931;0.307832;0;0;0;0;13.421372;0.559224;1.309788;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.561125;0.356714;0.689746;0.094244
139;16.841588;0.701733;1.75293;0.23485;0;0;0;0;9.087787;0.378658;1.228961;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.156135;0.214839;0.536668;0.071901
140;6.148251;0.256177;0.458289;0.23485;0;0;0;0;0.511845;0.021327;0.223438;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.882317;0.07843;0.140307;0.071901
141;21.496266;0.895678;1.673533;0.307832;0;0;0;0;6.954263;0.289761;0.73039;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.581188;0.274216;0.51236;0.094244
142;16.863201;0.702633;1.289207;0.307832;0;0;0;0;2.321198;0.096717;0.346063;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.162752;0.215115;0.394697;0.094244
143;17.074279;0.711428;1.277727;0.307832;0;0;0;0;2.532276;0.105512;0.334584;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.227375;0.217807;0.391183;0.094244
144;22.569035;0.940376;1.935905;0.307832;0;0;0;0;8.027033;0.33446;0.992761;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.909622;0.287901;0.592687;0.094244
145;21.252995;0.885541;1.608414;0.307832;0;0;0;0;6.710992;0.279625;0.66527;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.506709;0.271113;0.492424;0.094244
146;9.072056;0.378002;0.743357;0.23485;0;0;0;0;1.318255;0.054927;0.219389;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.777455;0.115727;0.227583;0.071901
147;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
148;22.111204;0.9213;1.848133;0.307832;0;0;0;0;7.569201;0.315383;0.90499;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.769454;0.282061;0.565815;0.094244
149;25.126942;1.046956;2.115196;0.307832;0;0;0;0;10.584939;0.441039;1.172052;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.692737;0.320531;0.647578;0.094244
150;25.377766;1.057407;2.106585;0.307832;0;0;0;0;10.835763;0.45149;1.163441;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.769528;0.32373;0.644941;0.094244
151;22.62917;0.942882;1.760381;0.307832;0;0;0;0;8.087167;0.336965;0.817238;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.928032;0.288668;0.538949;0.094244
152;17.357161;0.723215;1.316198;0.307832;0;0;0;0;2.815159;0.117298;0.373054;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.313981;0.221416;0.40296;0.094244
153;8.336098;0.347337;0.65832;0.23485;0;0;0;0;0.582297;0.024262;0.134351;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;2.552138;0.106339;0.201548;0.071901
154;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
155;26.37795;1.099081;2.195715;0.307832;0;0;0;0;11.835948;0.493164;1.252571;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.07574;0.336489;0.672229;0.094244
156;26.348518;1.097855;2.184045;0.307832;0;0;0;0;11.806515;0.491938;1.240901;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.066729;0.336114;0.668656;0.094244
157;19.717642;0.821568;1.475462;0.307832;0;0;0;0;5.175639;0.215652;0.532318;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.036653;0.251527;0.45172;0.094244
158;26.05105;1.08546;2.167375;0.307832;0;0;0;0;11.509048;0.479544;1.224232;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.975658;0.332319;0.663553;0.094244
159;29.248186;1.218674;2.404993;0.307832;0;0;0;0;14.706183;0.612758;1.461849;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.954476;0.373103;0.7363;0.094244
160;19.497003;0.812375;1.95967;0.23485;0;0;0;0;11.743202;0.4893;1.435701;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.969104;0.248713;0.599963;0.071901
161;6.658948;0.277456;0.561433;0.23485;0;0;0;0;1.022542;0.042606;0.326583;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.03867;0.084945;0.171886;0.071901
162;27.460608;1.144192;2.137583;0.307832;0;0;0;0;12.918605;0.538275;1.19444;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.407201;0.3503;0.654432;0.094244
163;29.736239;1.23901;2.488013;0.307832;0;0;0;0;15.194236;0.633093;1.544869;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.103896;0.379329;0.761717;0.094244
164;26.76919;1.115383;2.179885;0.307832;0;0;0;0;12.227188;0.509466;1.236742;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.19552;0.34148;0.667383;0.094244
165;27.955395;1.164808;2.422985;0.307832;0;0;0;0;13.413392;0.558891;1.479841;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.558682;0.356612;0.741809;0.094244
166;30.745579;1.281066;2.598147;0.307832;0;0;0;0;16.203576;0.675149;1.655003;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.412911;0.392205;0.795435;0.094244
167;20.16292;0.840122;2.060692;0.23485;0;0;0;0;12.409119;0.517047;1.536723;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;6.172977;0.257207;0.630891;0.071901
168;7.038749;0.293281;0.62642;0.23485;0;0;0;0;1.402343;0.058431;0.391569;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.154948;0.089789;0.191781;0.071901
169;28.012474;1.167186;2.188834;0.307832;0;0;0;0;13.470471;0.56127;1.24569;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.576157;0.35734;0.670122;0.094244
170;26.227862;1.092828;1.925745;0.307832;0;0;0;0;11.685859;0.486911;0.982601;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.029789;0.334575;0.589576;0.094244
171;21.299901;0.887496;1.569466;0.307832;0;0;0;0;6.757899;0.281579;0.626322;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;6.52107;0.271711;0.4805;0.094244
172;28.417341;1.184056;2.386556;0.307832;0;0;0;0;13.875338;0.578139;1.443412;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.700109;0.362505;0.730656;0.094244
173;31.323367;1.30514;2.576437;0.307832;0;0;0;0;16.781365;0.699224;1.633294;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.589804;0.399575;0.788789;0.094244
174;18.446137;0.768589;1.775863;0.23485;0;0;0;0;10.692336;0.445514;1.251895;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.647376;0.235307;0.543689;0.071901
175;5.818254;0.242427;0.311688;0.23485;0;0;0;0;0.181847;0.007577;0.076837;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.781287;0.07422;0.095425;0.071901
176;25.811603;1.075483;1.942012;0.307832;0;0;0;0;11.2696;0.469567;0.998868;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.90235;0.329265;0.594557;0.094244
177;26.015122;1.083963;1.916608;0.307832;0;0;0;0;11.473119;0.478047;0.973464;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.964658;0.331861;0.586779;0.094244
178;29.632648;1.234694;2.421996;0.307832;0;0;0;0;15.090645;0.628777;1.478853;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.072181;0.378008;0.741506;0.094244
179;30.205641;1.258568;2.538542;0.307832;0;0;0;0;15.663638;0.652652;1.595398;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.247606;0.385317;0.777187;0.094244
180;31.447716;1.310322;2.628807;0.307832;0;0;0;0;16.905713;0.704405;1.685663;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.627874;0.401161;0.804822;0.094244
181;20.274989;0.844791;2.053274;0.23485;0;0;0;0;12.521188;0.521716;1.529305;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;6.207288;0.258637;0.62862;0.071901
182;8.22803;0.342835;0.829918;0.23485;0;0;0;0;2.591624;0.107984;0.595068;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.519052;0.10496;0.254084;0.071901
183;36.042654;1.501777;2.994452;0.307832;0;0;0;0;21.500651;0.89586;2.051308;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;11.034636;0.459777;0.916766;0.094244
184;33.804464;1.408519;2.759016;0.307832;0;0;0;0;19.262461;0.802603;1.815873;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.349404;0.431225;0.844686;0.094244
185;33.699544;1.404148;2.812546;0.307832;0;0;0;0;19.157541;0.798231;1.869402;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.317282;0.429887;0.861075;0.094244
186;33.989529;1.41623;2.764437;0.307832;0;0;0;0;19.447526;0.810314;1.821294;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.406062;0.433586;0.846346;0.094244
187;31.818855;1.325786;2.578819;0.307832;0;0;0;0;17.276852;0.719869;1.635675;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.7415;0.405896;0.789518;0.094244
188;20.28531;0.845221;2.090379;0.23485;0;0;0;0;12.531509;0.522146;1.56641;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;6.210448;0.258769;0.63998;0.071901
189;6.724224;0.280176;0.523315;0.23485;0;0;0;0;1.087818;0.045326;0.288465;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.058654;0.085777;0.160216;0.071901
190;32.404666;1.350194;2.659707;0.307832;0;0;0;0;17.862663;0.744278;1.716564;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.920848;0.413369;0.814283;0.094244
191;28.28209;1.17842;2.302883;0.307832;0;0;0;0;13.740087;0.572504;1.359739;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.658701;0.360779;0.705039;0.094244
192;29.601043;1.233377;2.43872;0.307832;0;0;0;0;15.05904;0.62746;1.495576;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.062506;0.377604;0.746626;0.094244
193;31.097344;1.295723;2.548766;0.307832;0;0;0;0;16.555341;0.689806;1.605623;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.520605;0.396692;0.780317;0.094244
194;32.96537;1.373557;2.730866;0.307832;0;0;0;0;18.423368;0.76764;1.787722;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.092511;0.420521;0.836068;0.094244
195;21.324621;0.888526;2.056781;0.23485;0;0;0;0;13.57082;0.565451;1.532812;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;6.528638;0.272027;0.629694;0.071901
196;8.842492;0.368437;0.816417;0.23485;0;0;0;0;3.206086;0.133587;0.581566;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.707173;0.112799;0.24995;0.071901
197;39.183854;1.632661;3.255399;0.307832;0;0;0;0;24.641852;1.026744;2.312256;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;11.99633;0.499847;0.996657;0.094244
198;35.796699;1.491529;2.937959;0.307832;0;0;0;0;21.254697;0.885612;1.994815;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.959336;0.456639;0.899471;0.094244
199;35.931148;1.497131;2.964814;0.307832;0;0;0;0;21.389145;0.891214;2.02167;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;11.000498;0.458354;0.907692;0.094244
200;27.826569;1.15944;2.088365;0.307832;0;0;0;0;13.284566;0.553524;1.145221;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.519241;0.354968;0.639363;0.094244
201;27.636519;1.151522;2.135093;0.307832;0;0;0;0;13.094517;0.545605;1.191949;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.461057;0.352544;0.653669;0.094244
202;18.062442;0.752602;1.74492;0.23485;0;0;0;0;10.308641;0.429527;1.220952;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.529906;0.230413;0.534216;0.071901
203;8.130209;0.338759;0.762309;0.23485;0;0;0;0;2.493803;0.103908;0.527459;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.489104;0.103713;0.233385;0.071901
204;36.312566;1.513024;2.958042;0.307832;0;0;0;0;21.770564;0.907107;2.014898;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;11.117271;0.46322;0.905619;0.094244
205;31.133295;1.297221;2.381415;0.307832;0;0;0;0;16.591292;0.691304;1.438271;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.531612;0.39715;0.729082;0.094244
206;30.763169;1.281799;2.49885;0.307832;0;0;0;0;16.221166;0.675882;1.555706;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.418296;0.392429;0.765035;0.094244
207;27.858587;1.160774;2.301311;0.307832;0;0;0;0;13.316584;0.554858;1.358167;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.529044;0.355377;0.704558;0.094244
208;31.443921;1.310163;2.589193;0.307832;0;0;0;0;16.901918;0.704247;1.646049;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.626712;0.401113;0.792694;0.094244
209;18.402065;0.766753;1.716503;0.23485;0;0;0;0;10.648264;0.443678;1.192535;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;5.633883;0.234745;0.525516;0.071901
210;8.398892;0.349954;0.847689;0.23485;0;0;0;0;2.762486;0.115104;0.612839;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.571362;0.10714;0.259524;0.071901
211;33.759413;1.406642;2.824799;0.307832;0;0;0;0;19.21741;0.800725;1.881655;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.335611;0.43065;0.864826;0.094244
212;33.68943;1.403726;2.834403;0.307832;0;0;0;0;19.147427;0.797809;1.89126;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.314185;0.429758;0.867767;0.094244
213;34.53974;1.439156;2.936451;0.307832;0;0;0;0;19.997737;0.833239;1.993307;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.574512;0.440605;0.899009;0.094244
214;35.621765;1.48424;3.015185;0.307832;0;0;0;0;21.079762;0.878323;2.072041;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.905779;0.454407;0.923114;0.094244
215;35.987037;1.49946;3.098871;0.307832;0;0;0;0;21.445034;0.893543;2.155727;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;11.017609;0.459067;0.948735;0.094244
216;23.053778;0.960574;2.443753;0.23485;0;0;0;0;15.299977;0.637499;1.919784;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;7.058028;0.294085;0.748167;0.071901
217;9.569742;0.398739;1.018639;0.23485;0;0;0;0;3.933336;0.163889;0.783788;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.929824;0.122076;0.311861;0.071901
218;33.53731;1.397388;2.796705;0.307832;0;0;0;0;18.995307;0.791471;1.853561;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.267613;0.427817;0.856225;0.094244
219;26.858105;1.119088;2.067114;0.307832;0;0;0;0;12.316102;0.513171;1.12397;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.222741;0.342614;0.632857;0.094244
220;27.997256;1.166552;2.284314;0.307832;0;0;0;0;13.455253;0.560636;1.34117;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.571498;0.357146;0.699354;0.094244
221;30.067884;1.252828;2.498442;0.307832;0;0;0;0;15.525881;0.646912;1.555298;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.205431;0.38356;0.76491;0.094244
222;31.036712;1.293196;2.64014;0.307832;0;0;0;0;16.494709;0.68728;1.696997;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.502043;0.395918;0.808292;0.094244
223;21.016179;0.875674;2.210529;0.23485;0;0;0;0;13.262378;0.552599;1.686561;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;6.434207;0.268092;0.676765;0.071901
224;8.051844;0.335493;0.738455;0.23485;0;0;0;0;2.415438;0.100643;0.503605;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.465112;0.102713;0.226082;0.071901
225;34.841604;1.451734;2.915383;0.307832;0;0;0;0;20.299602;0.845817;1.972239;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.666929;0.444455;0.892559;0.094244
226;35.559592;1.48165;2.967469;0.307832;0;0;0;0;21.017589;0.875733;2.024325;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.886744;0.453614;0.908505;0.094244
227;35.704014;1.487667;2.966063;0.307832;0;0;0;0;21.162011;0.88175;2.022919;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.93096;0.455457;0.908075;0.094244
228;35.290241;1.470427;2.938861;0.307832;0;0;0;0;20.748238;0.86451;1.995717;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.804281;0.450178;0.899747;0.094244
229;33.821501;1.409229;2.833535;0.307832;0;0;0;0;19.279498;0.803312;1.890392;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.35462;0.431442;0.867501;0.094244
230;20.670655;0.861277;2.045252;0.23485;0;0;0;0;12.916854;0.538202;1.521283;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;6.328423;0.263684;0.626164;0.071901
231;7.763758;0.32349;0.749307;0.23485;0;0;0;0;2.127351;0.08864;0.514457;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.376913;0.099038;0.229404;0.071901
232;31.913627;1.329734;2.640594;0.307832;0;0;0;0;17.371624;0.723818;1.697451;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.770514;0.407105;0.808431;0.094244
233;27.649774;1.152074;2.305565;0.307832;0;0;0;0;13.107771;0.546157;1.362421;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.465115;0.352713;0.70586;0.094244
234;28.583812;1.190992;2.45922;0.307832;0;0;0;0;14.041809;0.585075;1.516077;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.751075;0.364628;0.752902;0.094244
235;29.488944;1.228706;2.506703;0.307832;0;0;0;0;14.946941;0.622789;1.56356;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.028186;0.376174;0.76744;0.094244
236;31.013177;1.292216;2.608893;0.307832;0;0;0;0;16.471175;0.686299;1.665749;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.494837;0.395618;0.798725;0.094244
237;15.264816;0.636034;1.360935;0.23485;0;0;0;0;7.511015;0.312959;0.836967;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;4.673399;0.194725;0.416657;0.071901
238;7.504788;0.312699;0.7522;0.23485;0;0;0;0;1.868382;0.077849;0.51735;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;2.297628;0.095734;0.23029;0.071901
239;34.217359;1.425723;2.835196;0.307832;0;0;0;0;19.675356;0.819807;1.892052;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.475813;0.436492;0.868009;0.094244
240;34.432898;1.434704;2.852832;0.307832;0;0;0;0;19.890895;0.828787;1.909689;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;10.541802;0.439242;0.873409;0.094244
241;32.39132;1.349638;2.579666;0.307832;0;0;0;0;17.849317;0.743722;1.636523;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;9.916762;0.413198;0.789778;0.094244
242;28.937972;1.205749;2.255666;0.307832;0;0;0;0;14.395969;0.599832;1.312522;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;8.859503;0.369146;0.690583;0.094244
243;23.886026;0.995251;1.951711;0.307832;0;0;0;0;9.344023;0.389334;1.008567;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;7.312825;0.304701;0.597526;0.094244
244;14.626803;0.60945;1.414145;0.23485;0;0;0;0;6.873002;0.286375;0.890176;0;1.367933;0.056997;0.159062;0.015906;6.385869;0.266078;0.364907;0.218944;4.478068;0.186586;0.432947;0.071901
245;5.636406;0.23485;0.23485;0.23485;0;0;0;0;0;0;0;0;0.381749;0.015906;0.015906;0.015906;5.254658;0.218944;0.218944;0.218944;1.725614;0.071901;0.071901;0.071901
246;19.28322;0.803467;1.554029;0.307832;0;0;0;0;4.741217;0.197551;0.610886;0;3.5948;0.149783;0.286311;0.015906;10.947203;0.456133;0.656832;0.291925;5.903653;0.245986;0.475774;0.094244
