Day;Hour;EnergyConsumptionHourly;HeatingHourly;CoolingHourly;LightingHourly;PlugLoadsHourly;CarbonEquivalentEmissionsHourly
94;11;1.60803;0;0.664886;0.286311;0.656832;0.492306
94;12;1.496775;0;0.553631;0.286311;0.656832;0.458245
94;13;1.292671;0;0.422509;0.286311;0.583851;0.395758
94;14;1.314608;0;0.371464;0.286311;0.656832;0.402474
94;15;1.305102;0;0.361958;0.286311;0.656832;0.399563
94;16;1.271794;0;0.328651;0.286311;0.656832;0.389366
94;17;1.218424;0;0.275281;0.286311;0.656832;0.373027
94;18;0.995082;0;0.188544;0.222687;0.583851;0.304649
94;19;0.666987;0;0.070037;0.159062;0.437888;0.204201
94;20;0.60093;0;0.00398;0.159062;0.437888;0.183978
94;21;0.460344;0;0;0.095437;0.364907;0.140937
94;22;0.460344;0;0;0.095437;0.364907;0.140937
94;23;0.323738;0;0;0.031812;0.291925;0.099114
94;24;0.307832;0;0;0.015906;0.291925;0.094244
95;1;0.307832;0;0;0.015906;0.291925;0.094244
95;2;0.307832;0;0;0.015906;0.291925;0.094244
95;3;0.307832;0;0;0.015906;0.291925;0.094244
95;4;0.307832;0;0;0.015906;0.291925;0.094244
95;5;0.307832;0;0;0.015906;0.291925;0.094244
95;6;0.323738;0;0;0.031812;0.291925;0.099114
95;7;0.323738;0;0;0.031812;0.291925;0.099114
95;8;0.437097;0;0.049734;0.095437;0.291925;0.133819
95;9;1.088037;0;0.144894;0.286311;0.656832;0.333108
95;10;1.380989;0;0.437846;0.286311;0.656832;0.422797
95;11;1.400804;0;0.45766;0.286311;0.656832;0.428863
95;12;1.320349;0;0.377205;0.286311;0.656832;0.404231
95;13;1.172583;0;0.302421;0.286311;0.583851;0.358992
95;14;1.162853;0;0.219709;0.286311;0.656832;0.356013
95;15;1.140044;0;0.196901;0.286311;0.656832;0.34903
95;16;1.104564;0;0.16142;0.286311;0.656832;0.338168
95;17;1.055826;0;0.112682;0.286311;0.656832;0.323246
95;18;0.851493;0;0.044956;0.222687;0.583851;0.260689
95;19;0.59695;0;0;0.159062;0.437888;0.182759
95;20;0.59695;0;0;0.159062;0.437888;0.182759
95;21;0.460344;0;0;0.095437;0.364907;0.140937
95;22;0.460344;0;0;0.095437;0.364907;0.140937
95;23;0.323738;0;0;0.031812;0.291925;0.099114
95;24;0.307832;0;0;0.015906;0.291925;0.094244
96;1;0.307832;0;0;0.015906;0.291925;0.094244
96;2;0.307832;0;0;0.015906;0.291925;0.094244
96;3;0.307832;0;0;0.015906;0.291925;0.094244
96;4;0.307832;0;0;0.015906;0.291925;0.094244
96;5;0.307832;0;0;0.015906;0.291925;0.094244
96;6;0.328113;0.004375;0;0.031812;0.291925;0.099398
96;7;0.352529;0.028791;0;0.031812;0.291925;0.100983
96;8;0.387421;0;0.000059;0.095437;0.291925;0.118611
96;9;1.024492;0;0.081349;0.286311;0.656832;0.313653
96;10;1.343774;0;0.40063;0.286311;0.656832;0.411403
96;11;1.397932;0;0.454789;0.286311;0.656832;0.427984
96;12;1.313456;0;0.370313;0.286311;0.656832;0.402121
96;13;1.151697;0;0.281535;0.286311;0.583851;0.352598
96;14;1.181671;0;0.238527;0.286311;0.656832;0.361774
96;15;1.168108;0;0.224964;0.286311;0.656832;0.357622
96;16;1.13924;0;0.196097;0.286311;0.656832;0.348784
96;17;1.08106;0;0.137916;0.286311;0.656832;0.330972
96;18;0.861209;0;0.054671;0.222687;0.583851;0.263663
96;19;0.59695;0;0;0.159062;0.437888;0.182759
96;20;0.59695;0;0;0.159062;0.437888;0.182759
96;21;0.460344;0;0;0.095437;0.364907;0.140937
96;22;0.460344;0;0;0.095437;0.364907;0.140937
96;23;0.323738;0;0;0.031812;0.291925;0.099114
96;24;0.307832;0;0;0.015906;0.291925;0.094244
97;1;0.307832;0;0;0.015906;0.291925;0.094244
97;2;0.307832;0;0;0.015906;0.291925;0.094244
97;3;0.307832;0;0;0.015906;0.291925;0.094244
97;4;0.307832;0;0;0.015906;0.291925;0.094244
97;5;0.307832;0;0;0.015906;0.291925;0.094244
97;6;0.323738;0;0;0.031812;0.291925;0.099114
97;7;0.337936;0.014198;0;0.031812;0.291925;0.100036
97;8;0.387363;0;0;0.095437;0.291925;0.118593
97;9;1.06151;0;0.118366;0.286311;0.656832;0.324986
97;10;1.423259;0;0.480116;0.286311;0.656832;0.435738
97;11;1.559601;0;0.616457;0.286311;0.656832;0.477479
97;12;1.431958;0;0.488814;0.286311;0.656832;0.438401
97;13;1.234707;0;0.364545;0.286311;0.583851;0.378012
97;14;1.286264;0;0.34312;0.286311;0.656832;0.393796
97;15;1.2841;0;0.340956;0.286311;0.656832;0.393134
97;16;1.248576;0;0.305433;0.286311;0.656832;0.382258
97;17;1.186905;0;0.243762;0.286311;0.656832;0.363377
97;18;0.941734;0;0.135196;0.222687;0.583851;0.288317
97;19;0.620226;0;0.023276;0.159062;0.437888;0.189885
97;20;0.59695;0;0;0.159062;0.437888;0.182759
97;21;0.460344;0;0;0.095437;0.364907;0.140937
97;22;0.460344;0;0;0.095437;0.364907;0.140937
97;23;0.323738;0;0;0.031812;0.291925;0.099114
97;24;0.307832;0;0;0.015906;0.291925;0.094244
98;1;0.307832;0;0;0.015906;0.291925;0.094244
98;2;0.307832;0;0;0.015906;0.291925;0.094244
98;3;0.307832;0;0;0.015906;0.291925;0.094244
98;4;0.307832;0;0;0.015906;0.291925;0.094244
98;5;0.307832;0;0;0.015906;0.291925;0.094244
98;6;0.323738;0;0;0.031812;0.291925;0.099114
98;7;0.323738;0;0;0.031812;0.291925;0.099114
98;8;0.490625;0;0.103263;0.095437;0.291925;0.150207
98;9;1.238938;0;0.295794;0.286311;0.656832;0.379307
98;10;1.542698;0;0.599554;0.286311;0.656832;0.472305
98;11;1.601546;0;0.658402;0.286311;0.656832;0.490321
98;12;1.505562;0;0.562418;0.286311;0.656832;0.460935
98;13;1.28902;0;0.418858;0.286311;0.583851;0.39464
98;14;1.3397;0;0.396557;0.286311;0.656832;0.410156
98;15;1.337719;0;0.394576;0.286311;0.656832;0.409549
98;16;1.320395;0;0.377252;0.286311;0.656832;0.404246
98;17;1.263782;0;0.320638;0.286311;0.656832;0.386913
98;18;1.019091;0;0.212553;0.222687;0.583851;0.312
98;19;0.680167;0;0.083217;0.159062;0.437888;0.208236
98;20;0.60699;0;0.01004;0.159062;0.437888;0.185833
98;21;0.460344;0;0;0.095437;0.364907;0.140937
98;22;0.460344;0;0;0.095437;0.364907;0.140937
98;23;0.323738;0;0;0.031812;0.291925;0.099114
98;24;0.307832;0;0;0.015906;0.291925;0.094244
99;1;0.307832;0;0;0.015906;0.291925;0.094244
99;2;0.307832;0;0;0.015906;0.291925;0.094244
99;3;0.307832;0;0;0.015906;0.291925;0.094244
99;4;0.307832;0;0;0.015906;0.291925;0.094244
99;5;0.307832;0;0;0.015906;0.291925;0.094244
99;6;0.323738;0;0;0.031812;0.291925;0.099114
99;7;0.323738;0;0;0.031812;0.291925;0.099114
99;8;0.387363;0;0;0.095437;0.291925;0.118593
99;9;0.943144;0;0;0.286311;0.656832;0.288748
99;10;0.943144;0;0;0.286311;0.656832;0.288748
99;11;0.958426;0;0.015283;0.286311;0.656832;0.293427
99;12;1.001632;0;0.058489;0.286311;0.656832;0.306655
99;13;0.951527;0;0.081365;0.286311;0.583851;0.291315
99;14;1.078751;0;0.135608;0.286311;0.656832;0.330265
99;15;1.102605;0;0.159462;0.286311;0.656832;0.337568
99;16;1.111824;0;0.16868;0.286311;0.656832;0.34039
99;17;1.074952;0;0.131809;0.286311;0.656832;0.329102
99;18;0.859537;0;0.052999;0.222687;0.583851;0.263151
99;19;0.59695;0;0;0.159062;0.437888;0.182759
99;20;0.59695;0;0;0.159062;0.437888;0.182759
99;21;0.460344;0;0;0.095437;0.364907;0.140937
99;22;0.460344;0;0;0.095437;0.364907;0.140937
99;23;0.323738;0;0;0.031812;0.291925;0.099114
99;24;0.307832;0;0;0.015906;0.291925;0.094244
100;1;0.307832;0;0;0.015906;0.291925;0.094244
100;2;0.307832;0;0;0.015906;0.291925;0.094244
100;3;0.307832;0;0;0.015906;0.291925;0.094244
100;4;0.307832;0;0;0.015906;0.291925;0.094244
100;5;0.307832;0;0;0.015906;0.291925;0.094244
100;6;0.323738;0;0;0.031812;0.291925;0.099114
100;7;0.323738;0;0;0.031812;0.291925;0.099114
100;8;0.387363;0;0;0.095437;0.291925;0.118593
100;9;0.963418;0;0.020274;0.286311;0.656832;0.294955
100;10;1.113017;0;0.169873;0.286311;0.656832;0.340756
100;11;1.173898;0;0.230754;0.286311;0.656832;0.359395
100;12;1.155395;0;0.212251;0.286311;0.656832;0.35373
100;13;1.020489;0;0.150326;0.286311;0.583851;0.312428
100;14;1.056319;0;0.113175;0.286311;0.656832;0.323397
100;15;1.050958;0;0.107814;0.286311;0.656832;0.321756
100;16;1.02884;0;0.085696;0.286311;0.656832;0.314984
100;17;0.995158;0;0.052015;0.286311;0.656832;0.304673
100;18;0.816145;0;0.009608;0.222687;0.583851;0.249867
100;19;0.59695;0;0;0.159062;0.437888;0.182759
100;20;0.59695;0;0;0.159062;0.437888;0.182759
100;21;0.460344;0;0;0.095437;0.364907;0.140937
100;22;0.460344;0;0;0.095437;0.364907;0.140937
100;23;0.323738;0;0;0.031812;0.291925;0.099114
100;24;0.307832;0;0;0.015906;0.291925;0.094244
101;1;0.307832;0;0;0.015906;0.291925;0.094244
101;2;0.307832;0;0;0.015906;0.291925;0.094244
101;3;0.307832;0;0;0.015906;0.291925;0.094244
101;4;0.307832;0;0;0.015906;0.291925;0.094244
101;5;0.307832;0;0;0.015906;0.291925;0.094244
101;6;0.323738;0;0;0.031812;0.291925;0.099114
101;7;0.323738;0;0;0.031812;0.291925;0.099114
101;8;0.387363;0;0;0.095437;0.291925;0.118593
101;9;0.943144;0;0;0.286311;0.656832;0.288748
101;10;0.943144;0;0;0.286311;0.656832;0.288748
101;11;0.943144;0;0;0.286311;0.656832;0.288748
101;12;0.943144;0;0;0.286311;0.656832;0.288748
101;13;0.870162;0;0;0.286311;0.583851;0.266404
101;14;0.943144;0;0;0.286311;0.656832;0.288748
101;15;0.943144;0;0;0.286311;0.656832;0.288748
101;16;0.943144;0;0;0.286311;0.656832;0.288748
101;17;0.943144;0;0;0.286311;0.656832;0.288748
101;18;0.806538;0;0;0.222687;0.583851;0.246925
101;19;0.59695;0;0;0.159062;0.437888;0.182759
101;20;0.59695;0;0;0.159062;0.437888;0.182759
101;21;0.460344;0;0;0.095437;0.364907;0.140937
101;22;0.460344;0;0;0.095437;0.364907;0.140937
101;23;0.323738;0;0;0.031812;0.291925;0.099114
101;24;0.307832;0;0;0.015906;0.291925;0.094244
102;1;0.307832;0;0;0.015906;0.291925;0.094244
102;2;0.307832;0;0;0.015906;0.291925;0.094244
102;3;0.307832;0;0;0.015906;0.291925;0.094244
102;4;0.307832;0;0;0.015906;0.291925;0.094244
102;5;0.307832;0;0;0.015906;0.291925;0.094244
102;6;0.639788;0.31605;0;0.031812;0.291925;0.119631
102;7;0.323738;0;0;0.031812;0.291925;0.099114
102;8;0.494856;0;0.107494;0.095437;0.291925;0.151503
102;9;1.286631;0;0.343487;0.286311;0.656832;0.393908
102;10;1.444789;0;0.501645;0.286311;0.656832;0.442329
102;11;1.390598;0;0.447454;0.286311;0.656832;0.425738
102;12;1.276179;0;0.333036;0.286311;0.656832;0.390709
102;13;1.07494;0;0.204778;0.286311;0.583851;0.329098
102;14;1.072685;0;0.129541;0.286311;0.656832;0.328408
102;15;1.051689;0;0.108545;0.286311;0.656832;0.32198
102;16;1.028566;0;0.085422;0.286311;0.656832;0.3149
102;17;0.999264;0;0.056121;0.286311;0.656832;0.30593
102;18;0.826144;0;0.019606;0.222687;0.583851;0.252928
102;19;0.59695;0;0;0.159062;0.437888;0.182759
102;20;0.59695;0;0;0.159062;0.437888;0.182759
102;21;0.460344;0;0;0.095437;0.364907;0.140937
102;22;0.460344;0;0;0.095437;0.364907;0.140937
102;23;0.323738;0;0;0.031812;0.291925;0.099114
102;24;0.307832;0;0;0.015906;0.291925;0.094244
103;1;0.307832;0;0;0.015906;0.291925;0.094244
103;2;0.307832;0;0;0.015906;0.291925;0.094244
103;3;0.307832;0;0;0.015906;0.291925;0.094244
103;4;0.307832;0;0;0.015906;0.291925;0.094244
103;5;0.307832;0;0;0.015906;0.291925;0.094244
103;6;0.323738;0;0;0.031812;0.291925;0.099114
103;7;0.323738;0;0;0.031812;0.291925;0.099114
103;8;0.387363;0;0;0.095437;0.291925;0.118593
103;9;0.943144;0;0;0.286311;0.656832;0.288748
103;10;0.94413;0;0.000987;0.286311;0.656832;0.28905
103;11;1.000393;0;0.057249;0.286311;0.656832;0.306275
103;12;1.098199;0;0.155056;0.286311;0.656832;0.336219
103;13;1.013722;0;0.143559;0.286311;0.583851;0.310356
103;14;1.086443;0;0.143299;0.286311;0.656832;0.33262
103;15;1.093382;0;0.150239;0.286311;0.656832;0.334744
103;16;1.07516;0;0.132017;0.286311;0.656832;0.329166
103;17;1.015139;0;0.071995;0.286311;0.656832;0.31079
103;18;0.812234;0;0.005697;0.222687;0.583851;0.24867
103;19;0.59695;0;0;0.159062;0.437888;0.182759
103;20;0.59695;0;0;0.159062;0.437888;0.182759
103;21;0.460344;0;0;0.095437;0.364907;0.140937
103;22;0.460344;0;0;0.095437;0.364907;0.140937
103;23;0.323738;0;0;0.031812;0.291925;0.099114
103;24;0.307832;0;0;0.015906;0.291925;0.094244
104;1;0.307832;0;0;0.015906;0.291925;0.094244
104;2;0.307832;0;0;0.015906;0.291925;0.094244
104;3;0.307832;0;0;0.015906;0.291925;0.094244
104;4;0.307832;0;0;0.015906;0.291925;0.094244
104;5;0.307832;0;0;0.015906;0.291925;0.094244
104;6;0.393442;0.069704;0;0.031812;0.291925;0.103639
104;7;0.354286;0.030549;0;0.031812;0.291925;0.101097
104;8;0.38798;0.000617;0;0.095437;0.291925;0.118633
104;9;0.943144;0;0;0.286311;0.656832;0.288748
104;10;0.951539;0;0.008396;0.286311;0.656832;0.291318
104;11;1.022438;0;0.079294;0.286311;0.656832;0.313024
104;12;1.015315;0;0.072171;0.286311;0.656832;0.310844
104;13;0.945587;0;0.075425;0.286311;0.583851;0.289496
104;14;0.958911;0;0.015767;0.286311;0.656832;0.293575
104;15;0.952419;0;0.009275;0.286311;0.656832;0.291588
104;16;0.943415;0;0.000272;0.286311;0.656832;0.288831
104;17;0.943144;0;0;0.286311;0.656832;0.288748
104;18;0.806538;0;0;0.222687;0.583851;0.246925
104;19;0.59695;0;0;0.159062;0.437888;0.182759
104;20;0.59695;0;0;0.159062;0.437888;0.182759
104;21;0.460344;0;0;0.095437;0.364907;0.140937
104;22;0.460344;0;0;0.095437;0.364907;0.140937
104;23;0.323738;0;0;0.031812;0.291925;0.099114
104;24;0.307832;0;0;0.015906;0.291925;0.094244
105;1;0.307832;0;0;0.015906;0.291925;0.094244
105;2;0.307832;0;0;0.015906;0.291925;0.094244
105;3;0.307832;0;0;0.015906;0.291925;0.094244
105;4;0.307832;0;0;0.015906;0.291925;0.094244
105;5;0.307832;0;0;0.015906;0.291925;0.094244
105;6;0.439003;0.115265;0;0.031812;0.291925;0.106597
105;7;0.323738;0;0;0.031812;0.291925;0.099114
105;8;0.387363;0;0;0.095437;0.291925;0.118593
105;9;0.998193;0;0.055049;0.286311;0.656832;0.305602
105;10;1.227933;0;0.28479;0.286311;0.656832;0.375938
105;11;1.124935;0;0.181792;0.286311;0.656832;0.344405
105;12;1.080822;0;0.137678;0.286311;0.656832;0.330899
105;13;0.999832;0;0.129669;0.286311;0.583851;0.306103
105;14;1.023795;0;0.080651;0.286311;0.656832;0.31344
105;15;0.997886;0;0.054742;0.286311;0.656832;0.305508
105;16;0.989322;0;0.046178;0.286311;0.656832;0.302886
105;17;0.959377;0;0.016233;0.286311;0.656832;0.293718
105;18;0.806538;0;0;0.222687;0.583851;0.246925
105;19;0.59695;0;0;0.159062;0.437888;0.182759
105;20;0.59695;0;0;0.159062;0.437888;0.182759
105;21;0.460344;0;0;0.095437;0.364907;0.140937
105;22;0.460344;0;0;0.095437;0.364907;0.140937
105;23;0.323738;0;0;0.031812;0.291925;0.099114
105;24;0.307832;0;0;0.015906;0.291925;0.094244
106;1;0.307832;0;0;0.015906;0.291925;0.094244
106;2;0.307832;0;0;0.015906;0.291925;0.094244
106;3;0.307832;0;0;0.015906;0.291925;0.094244
106;4;0.307832;0;0;0.015906;0.291925;0.094244
106;5;0.307832;0;0;0.015906;0.291925;0.094244
106;6;0.323738;0;0;0.031812;0.291925;0.099114
106;7;0.323738;0;0;0.031812;0.291925;0.099114
106;8;0.387363;0;0;0.095437;0.291925;0.118593
106;9;0.943144;0;0;0.286311;0.656832;0.288748
106;10;0.946672;0;0.003528;0.286311;0.656832;0.289828
106;11;0.997815;0;0.054672;0.286311;0.656832;0.305486
106;12;1.124866;0;0.181722;0.286311;0.656832;0.344383
106;13;1.021357;0;0.151194;0.286311;0.583851;0.312693
106;14;1.088427;0;0.145283;0.286311;0.656832;0.333227
106;15;1.089306;0;0.146163;0.286311;0.656832;0.333497
106;16;1.062096;0;0.118952;0.286311;0.656832;0.325166
106;17;1.015829;0;0.072685;0.286311;0.656832;0.311001
106;18;0.815661;0;0.009123;0.222687;0.583851;0.249719
106;19;0.59695;0;0;0.159062;0.437888;0.182759
106;20;0.59695;0;0;0.159062;0.437888;0.182759
106;21;0.460344;0;0;0.095437;0.364907;0.140937
106;22;0.460344;0;0;0.095437;0.364907;0.140937
106;23;0.323738;0;0;0.031812;0.291925;0.099114
106;24;0.307832;0;0;0.015906;0.291925;0.094244
107;1;0.307832;0;0;0.015906;0.291925;0.094244
107;2;0.307832;0;0;0.015906;0.291925;0.094244
107;3;0.307832;0;0;0.015906;0.291925;0.094244
107;4;0.307832;0;0;0.015906;0.291925;0.094244
107;5;0.307832;0;0;0.015906;0.291925;0.094244
107;6;0.323738;0;0;0.031812;0.291925;0.099114
107;7;0.323738;0;0;0.031812;0.291925;0.099114
107;8;0.392209;0;0.004846;0.095437;0.291925;0.120077
107;9;1.30715;0;0.364006;0.286311;0.656832;0.40019
107;10;1.537564;0;0.59442;0.286311;0.656832;0.470733
107;11;1.498841;0;0.555698;0.286311;0.656832;0.458878
107;12;1.43438;0;0.491237;0.286311;0.656832;0.439143
107;13;1.220332;0;0.35017;0.286311;0.583851;0.373611
107;14;1.300512;0;0.357369;0.286311;0.656832;0.398158
107;15;1.298133;0;0.35499;0.286311;0.656832;0.39743
107;16;1.28103;0;0.337886;0.286311;0.656832;0.392194
107;17;1.239017;0;0.295874;0.286311;0.656832;0.379331
107;18;1.000772;0;0.194235;0.222687;0.583851;0.306391
107;19;0.680863;0;0.083913;0.159062;0.437888;0.20845
107;20;0.619347;0;0.022397;0.159062;0.437888;0.189616
107;21;0.460344;0;0;0.095437;0.364907;0.140937
107;22;0.460344;0;0;0.095437;0.364907;0.140937
107;23;0.323738;0;0;0.031812;0.291925;0.099114
107;24;0.307832;0;0;0.015906;0.291925;0.094244
108;1;0.307832;0;0;0.015906;0.291925;0.094244
108;2;0.307832;0;0;0.015906;0.291925;0.094244
108;3;0.307832;0;0;0.015906;0.291925;0.094244
108;4;0.307832;0;0;0.015906;0.291925;0.094244
108;5;0.307832;0;0;0.015906;0.291925;0.094244
108;6;0.323738;0;0;0.031812;0.291925;0.099114
108;7;0.323738;0;0;0.031812;0.291925;0.099114
108;8;0.387363;0;0;0.095437;0.291925;0.118593
108;9;0.960399;0;0.017255;0.286311;0.656832;0.294031
108;10;1.159045;0;0.215901;0.286311;0.656832;0.354847
108;11;1.257213;0;0.31407;0.286311;0.656832;0.384902
108;12;1.308962;0;0.365819;0.286311;0.656832;0.400745
108;13;1.186252;0;0.316089;0.286311;0.583851;0.363177
108;14;1.287215;0;0.344072;0.286311;0.656832;0.394087
108;15;1.286309;0;0.343165;0.286311;0.656832;0.39381
108;16;1.270622;0;0.327478;0.286311;0.656832;0.389007
108;17;1.228845;0;0.285701;0.286311;0.656832;0.376217
108;18;0.987237;0;0.1807;0.222687;0.583851;0.302248
108;19;0.665329;0;0.068379;0.159062;0.437888;0.203694
108;20;0.611043;0;0.014093;0.159062;0.437888;0.187074
108;21;0.460344;0;0;0.095437;0.364907;0.140937
108;22;0.460344;0;0;0.095437;0.364907;0.140937
108;23;0.323738;0;0;0.031812;0.291925;0.099114
108;24;0.307832;0;0;0.015906;0.291925;0.094244
109;1;0.307832;0;0;0.015906;0.291925;0.094244
109;2;0.307832;0;0;0.015906;0.291925;0.094244
109;3;0.307832;0;0;0.015906;0.291925;0.094244
109;4;0.307832;0;0;0.015906;0.291925;0.094244
109;5;0.307832;0;0;0.015906;0.291925;0.094244
109;6;0.323738;0;0;0.031812;0.291925;0.099114
109;7;0.361991;0;0.038253;0.031812;0.291925;0.110825
109;8;0.523915;0;0.136553;0.095437;0.291925;0.160399
109;9;1.300022;0;0.356878;0.286311;0.656832;0.398008
109;10;1.551891;0;0.608747;0.286311;0.656832;0.475119
109;11;1.663197;0;0.720053;0.286311;0.656832;0.509196
109;12;1.598738;0;0.655595;0.286311;0.656832;0.489462
109;13;1.362971;0;0.492809;0.286311;0.583851;0.41728
109;14;1.475495;0;0.532352;0.286311;0.656832;0.45173
109;15;1.474214;0;0.53107;0.286311;0.656832;0.451338
109;16;1.470318;0;0.527175;0.286311;0.656832;0.450145
109;17;1.42102;0;0.477877;0.286311;0.656832;0.435052
109;18;1.160898;0;0.354361;0.222687;0.583851;0.355415
109;19;0.802798;0;0.205848;0.159062;0.437888;0.245781
109;20;0.723638;0;0.126688;0.159062;0.437888;0.221545
109;21;0.526058;0;0.065714;0.095437;0.364907;0.161055
109;22;0.493192;0;0.032848;0.095437;0.364907;0.150993
109;23;0.323738;0;0;0.031812;0.291925;0.099114
109;24;0.307832;0;0;0.015906;0.291925;0.094244
110;1;0.307832;0;0;0.015906;0.291925;0.094244
110;2;0.307832;0;0;0.015906;0.291925;0.094244
110;3;0.307832;0;0;0.015906;0.291925;0.094244
110;4;0.307832;0;0;0.015906;0.291925;0.094244
110;5;0.307832;0;0;0.015906;0.291925;0.094244
110;6;0.323738;0;0;0.031812;0.291925;0.099114
110;7;0.346962;0;0.023224;0.031812;0.291925;0.106224
110;8;0.525474;0;0.138111;0.095437;0.291925;0.160876
110;9;1.346006;0;0.402862;0.286311;0.656832;0.412086
110;10;1.696496;0;0.753352;0.286311;0.656832;0.519391
110;11;1.756644;0;0.813501;0.286311;0.656832;0.537805
110;12;1.678137;0;0.734993;0.286311;0.656832;0.51377
110;13;1.433616;0;0.563454;0.286311;0.583851;0.438909
110;14;1.515829;0;0.572686;0.286311;0.656832;0.464079
110;15;1.530883;0;0.587739;0.286311;0.656832;0.468687
110;16;1.491575;0;0.548431;0.286311;0.656832;0.456653
110;17;1.417086;0;0.473942;0.286311;0.656832;0.433848
110;18;1.161405;0;0.354867;0.222687;0.583851;0.35557
110;19;0.818155;0;0.221205;0.159062;0.437888;0.250482
110;20;0.757576;0;0.160626;0.159062;0.437888;0.231936
110;21;0.560052;0;0.099708;0.095437;0.364907;0.171463
110;22;0.529305;0;0.068961;0.095437;0.364907;0.162049
110;23;0.323738;0;0;0.031812;0.291925;0.099114
110;24;0.307832;0;0;0.015906;0.291925;0.094244
111;1;0.307832;0;0;0.015906;0.291925;0.094244
111;2;0.307832;0;0;0.015906;0.291925;0.094244
111;3;0.307832;0;0;0.015906;0.291925;0.094244
111;4;0.307832;0;0;0.015906;0.291925;0.094244
111;5;0.307832;0;0;0.015906;0.291925;0.094244
111;6;0.323738;0;0;0.031812;0.291925;0.099114
111;7;0.382013;0;0.058275;0.031812;0.291925;0.116955
111;8;0.644285;0;0.256922;0.095437;0.291925;0.197251
111;9;1.567915;0;0.624771;0.286311;0.656832;0.480025
111;10;1.780081;0;0.836937;0.286311;0.656832;0.544981
111;11;1.868275;0;0.925131;0.286311;0.656832;0.571982
111;12;1.772943;0;0.8298;0.286311;0.656832;0.542795
111;13;1.519451;0;0.649289;0.286311;0.583851;0.465188
111;14;1.634715;0;0.691571;0.286311;0.656832;0.500476
111;15;1.623357;0;0.680213;0.286311;0.656832;0.496999
111;16;1.604224;0;0.661081;0.286311;0.656832;0.491141
111;17;1.542884;0;0.59974;0.286311;0.656832;0.472362
111;18;1.277056;0;0.470518;0.222687;0.583851;0.390977
111;19;0.910058;0;0.313108;0.159062;0.437888;0.278619
111;20;0.817623;0;0.220673;0.159062;0.437888;0.250319
111;21;0.606644;0;0.1463;0.095437;0.364907;0.185727
111;22;0.565224;0;0.10488;0.095437;0.364907;0.173046
111;23;0.323738;0;0;0.031812;0.291925;0.099114
111;24;0.307832;0;0;0.015906;0.291925;0.094244
112;1;0.307832;0;0;0.015906;0.291925;0.094244
112;2;0.307832;0;0;0.015906;0.291925;0.094244
112;3;0.307832;0;0;0.015906;0.291925;0.094244
112;4;0.307832;0;0;0.015906;0.291925;0.094244
112;5;0.307832;0;0;0.015906;0.291925;0.094244
112;6;0.323738;0;0;0.031812;0.291925;0.099114
112;7;0.438645;0;0.114907;0.031812;0.291925;0.134293
112;8;0.822651;0;0.435288;0.095437;0.291925;0.251859
112;9;1.763751;0;0.820607;0.286311;0.656832;0.539981
112;10;2.127022;0;1.183878;0.286311;0.656832;0.651198
112;11;2.067226;0;1.124082;0.286311;0.656832;0.632891
112;12;1.917379;0;0.974236;0.286311;0.656832;0.587015
112;13;1.637275;0;0.767113;0.286311;0.583851;0.50126
112;14;1.734733;0;0.791589;0.286311;0.656832;0.531097
112;15;1.724586;0;0.781442;0.286311;0.656832;0.527991
112;16;1.689677;0;0.746533;0.286311;0.656832;0.517303
112;17;1.623229;0;0.680085;0.286311;0.656832;0.496959
112;18;1.344763;0;0.538226;0.222687;0.583851;0.411706
112;19;0.953595;0;0.356645;0.159062;0.437888;0.291948
112;20;0.84533;0;0.24838;0.159062;0.437888;0.258802
112;21;0.637677;0;0.177334;0.095437;0.364907;0.195228
112;22;0.588652;0;0.128308;0.095437;0.364907;0.180219
112;23;0.323738;0;0;0.031812;0.291925;0.099114
112;24;0.307832;0;0;0.015906;0.291925;0.094244
113;1;0.307832;0;0;0.015906;0.291925;0.094244
113;2;0.307832;0;0;0.015906;0.291925;0.094244
113;3;0.307832;0;0;0.015906;0.291925;0.094244
113;4;0.307832;0;0;0.015906;0.291925;0.094244
113;5;0.307832;0;0;0.015906;0.291925;0.094244
113;6;0.323738;0;0;0.031812;0.291925;0.099114
113;7;0.382183;0;0.058445;0.031812;0.291925;0.117007
113;8;0.639743;0;0.25238;0.095437;0.291925;0.19586
113;9;1.337381;0;0.394237;0.286311;0.656832;0.409446
113;10;1.527159;0;0.584015;0.286311;0.656832;0.467547
113;11;1.680131;0;0.736988;0.286311;0.656832;0.51438
113;12;1.73775;0;0.794607;0.286311;0.656832;0.532021
113;13;1.528649;0;0.658486;0.286311;0.583851;0.468003
113;14;1.684141;0;0.740998;0.286311;0.656832;0.515608
113;15;1.687343;0;0.744199;0.286311;0.656832;0.516588
113;16;1.657378;0;0.714234;0.286311;0.656832;0.507414
113;17;1.599205;0;0.656061;0.286311;0.656832;0.489604
113;18;1.303192;0;0.496655;0.222687;0.583851;0.398979
113;19;0.919429;0;0.322479;0.159062;0.437888;0.281488
113;20;0.842081;0;0.245131;0.159062;0.437888;0.257807
113;21;0.626202;0;0.165858;0.095437;0.364907;0.191715
113;22;0.587921;0;0.127577;0.095437;0.364907;0.179995
113;23;0.323738;0;0;0.031812;0.291925;0.099114
113;24;0.307832;0;0;0.015906;0.291925;0.094244
114;1;0.307832;0;0;0.015906;0.291925;0.094244
114;2;0.307832;0;0;0.015906;0.291925;0.094244
